KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K03621,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.994444061,1,FALSE,FALSE,"Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA",plsX,FA_synthesis,Planctomycetes,
ko:K03625,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.993471024,1,FALSE,FALSE,Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons,nusB,"NusB,PHP",Planctomycetes,
ko:K03630,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.992499889,1,FALSE,FALSE,RadC-like JAB domain,-,RadC,Planctomycetes,
ko:K03631,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.991530651,1,FALSE,FALSE,DNA recombination,recN,"AAA_23,SMC_N",Planctomycetes,
ko:K03644,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.990563304,1,FALSE,FALSE,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipA,"BPL_LplA_LipB,LIAS_N,Radical_SAM",Planctomycetes,
ko:K03655,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.989597843,1,FALSE,FALSE,Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA),recG,"DEAD,Helicase_C,RecG_wedge",Planctomycetes,
ko:K03656,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.988634262,1,FALSE,FALSE,ATP-dependent DNA helicase activity,pcrA,"UvrD-helicase,UvrD_C",Planctomycetes,
ko:K03664,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.987672555,1,FALSE,FALSE,"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA",smpB,SmpB,Planctomycetes,
ko:K03665,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.986712718,1,FALSE,FALSE,GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis,hflX,"GTP-bdg_M,GTP-bdg_N,MMR_HSR1",Planctomycetes,
ko:K03667,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.985754744,1,FALSE,FALSE,this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis,hslU,"AAA_2,ClpB_D2-small",Planctomycetes,
ko:K03685,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.984798629,1,FALSE,FALSE,"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism",rnc,"Ribonucleas_3_3,dsrm",Planctomycetes,
ko:K03687,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.983844367,1,FALSE,FALSE,"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ",grpE,GrpE,Planctomycetes,
ko:K03688,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.982891952,1,FALSE,FALSE,pfam abc1,ubiB,ABC1,Planctomycetes,
ko:K03695,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.98194138,1,FALSE,FALSE,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpB,"AAA,AAA_2,ClpB_D2-small,Clp_N",Planctomycetes,
ko:K03696,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.980992644,1,FALSE,FALSE,with chaperone activity ATP-binding,clpC,"AAA,AAA_2,ClpB_D2-small,Clp_N,UVR",Planctomycetes,
ko:K03558,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.98004574,1,FALSE,FALSE,colicin v production,cvpA,Colicin_V,Planctomycetes,
ko:K03555,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.979100662,1,FALSE,FALSE,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,mutS,"MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V",Planctomycetes,
ko:K03553,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.978157405,1,FALSE,FALSE,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",recA,RecA,Planctomycetes,
ko:K03551,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.977215964,1,FALSE,FALSE,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",ruvB,"RuvB_C,RuvB_N",Planctomycetes,
ko:K03274,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.976276333,1,FALSE,FALSE,RmlD substrate binding domain,-,"Epimerase,GDP_Man_Dehyd",Planctomycetes,
ko:K03296,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.975338508,1,FALSE,FALSE,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,-,ACR_tran,Planctomycetes,
ko:K03317,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.974402482,1,FALSE,FALSE,PFAM Na dependent nucleoside transporter,-,"Gate,Nucleos_tra2_C,Nucleos_tra2_N",Planctomycetes,
ko:K03320,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.973468252,1,FALSE,FALSE,Ammonium Transporter,amt,Ammonium_transp,Planctomycetes,
ko:K03324,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.972535811,1,FALSE,FALSE,COG1283 Na phosphate symporter,-,"Na_Pi_cotrans,PhoU",Planctomycetes,
ko:K03325,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.971605155,1,FALSE,FALSE,Sodium Bile acid symporter family,arsB,SBF,Planctomycetes,
ko:K03406,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.970676278,1,FALSE,FALSE,histidine kinase HAMP region domain protein,-,"4HB_MCP_1,CHASE3,HAMP,MCPsignal,dCache_1",Planctomycetes,
ko:K03413,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.969749175,1,FALSE,FALSE,PFAM response regulator receiver,-,Response_reg,Planctomycetes,
ko:K03424,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.968823842,1,FALSE,FALSE,COG0084 Mg-dependent DNase,-,"Fer4_14,Radical_SAM,TatD_DNase",Planctomycetes,
ko:K03438,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.967900273,1,FALSE,FALSE,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA,rsmH,Methyltransf_5,Planctomycetes,
ko:K03466,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.966978463,1,FALSE,FALSE,COG1674 DNA segregation ATPase FtsK SpoIIIE and related,-,"FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma",Planctomycetes,
ko:K03469,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.966058408,1,FALSE,FALSE,PFAM ribonuclease H,rnhA,RVT_3,Planctomycetes,
ko:K03473,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.965140101,1,FALSE,FALSE,Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate,pdxB,"2-Hacid_dh,2-Hacid_dh_C,DUF3410",Planctomycetes,
ko:K02881,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.964223539,1,FALSE,FALSE,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance",rplR,Ribosomal_L18p,Planctomycetes,
ko:K03474,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.963308716,1,FALSE,FALSE,Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate,pdxJ,PdxJ,Planctomycetes,
ko:K03495,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.962395627,1,FALSE,FALSE,"NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34",gidA,"GIDA,GIDA_assoc",Planctomycetes,
ko:K03496,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.961484268,1,FALSE,FALSE,involved in chromosome partitioning,-,AAA_31,Planctomycetes,
ko:K03497,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.960574633,1,FALSE,FALSE,Belongs to the ParB family,-,ParBc,Planctomycetes,
ko:K03523,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.959666717,1,FALSE,FALSE,BioY protein,bioY,BioY,Planctomycetes,
ko:K03524,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.958760516,1,FALSE,FALSE,Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor,birA,"BPL_C,BPL_LplA_LipB,HTH_11",Planctomycetes,
ko:K03525,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.957856025,1,FALSE,FALSE,"Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis",coaX,Pan_kinase,Planctomycetes,
ko:K03526,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.956953239,1,FALSE,FALSE,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",ispG,GcpE,Planctomycetes,
ko:K03529,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.956052153,1,FALSE,FALSE,Required for chromosome condensation and partitioning,smc,"SMC_N,SMC_hinge",Planctomycetes,
ko:K03536,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.955152763,1,FALSE,FALSE,RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme,rnpA,Ribonuclease_P,Planctomycetes,
ko:K03543,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.954255063,1,FALSE,FALSE,multidrug resistance efflux,rmrA,"Biotin_lipoyl_2,HlyD_3,HlyD_D23",Planctomycetes,
ko:K03544,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.953359048,1,FALSE,FALSE,ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,clpX,"AAA_2,ClpB_D2-small,zf-C4_ClpX",Planctomycetes,
ko:K03545,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.952464715,1,FALSE,FALSE,Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase,tig,"Trigger_C,Trigger_N",Planctomycetes,
ko:K03550,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.951572059,1,FALSE,FALSE,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,"HHH_5,RuvA_C,RuvA_N",Planctomycetes,
ko:K03478,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.950681074,1,FALSE,FALSE,polysaccharide catabolic process,-,"Beta-lactamase,YdjC",Planctomycetes,
ko:K02879,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.949791755,1,FALSE,FALSE,ribosomal protein l17,rplQ,Ribosomal_L17,Planctomycetes,
ko:K02878,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.9489041,1,FALSE,FALSE,Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs,rplP,Ribosomal_L16,Planctomycetes,
ko:K02876,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.948018101,1,FALSE,FALSE,Binds to the 23S rRNA,rplO,Ribosomal_L27A,Planctomycetes,
ko:K02282,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.947133756,1,FALSE,FALSE,AAA domain,-,"AAA_31,CBP_BcsQ,ParA,Response_reg",Planctomycetes,
ko:K02283,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.946251059,1,FALSE,FALSE,type II secretion system protein E,-,"FHA,T2SSE",Planctomycetes,
ko:K02313,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.945370006,1,FALSE,FALSE,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids,dnaA,"Bac_DnaA,Bac_DnaA_C,DnaA_N",Planctomycetes,
ko:K02314,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.944490592,1,FALSE,FALSE,Participates in initiation and elongation during chromosome replication,-,"DnaB,DnaB_C",Planctomycetes,
ko:K02316,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.943612813,1,FALSE,FALSE,RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication,dnaG,"DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2",Planctomycetes,
ko:K02338,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.942736664,1,FALSE,FALSE,"Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria",dnaN,"DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3",Planctomycetes,
ko:K02339,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.94186214,1,FALSE,FALSE,"DNA polymerase III, chi subunit",-,DNA_pol3_chi,Planctomycetes,
ko:K02340,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.940989237,1,FALSE,FALSE,"DNA polymerase III, delta' subunit",-,DNA_pol3_delta,Planctomycetes,
ko:K02341,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.940117951,1,FALSE,FALSE,DNA polymerase III,holB,"DNA_pol3_delta2,DNApol3-delta_C",Planctomycetes,
ko:K02347,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.939248276,1,FALSE,FALSE,DNA polymerase,-,"DNA_pol_B_palm,DNA_pol_B_thumb,HHH_5,HHH_8,PHP",Planctomycetes,
ko:K02356,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.938380209,1,FALSE,FALSE,"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase",efp,"EFP,EFP_N,Elong-fact-P_C",Planctomycetes,
ko:K02357,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.937513746,1,FALSE,FALSE,Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome,tsf,EF_TS,Planctomycetes,
ko:K02358,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.936648881,1,FALSE,FALSE,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,tuf,"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3",Planctomycetes,
ko:K02372,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.93578561,1,FALSE,FALSE,3-hydroxymyristoyl 3-hydroxydecanoyl-(acyl carrier protein),-,FabA,Planctomycetes,
ko:K02377,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.934923929,1,FALSE,FALSE,"Catalyzes the two-step NADP-dependent conversion of GDP- 4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction",fcl,Epimerase,Planctomycetes,
ko:K02386,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.934063833,1,FALSE,FALSE,Involved in the assembly process of the P-ring formation. It may associate with FlgF on the rod constituting a structure essential for the P-ring assembly or may act as a modulator protein for the P-ring assembly,flgA,ChapFlgA,Planctomycetes,
ko:K02388,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.933205319,1,FALSE,FALSE,Belongs to the flagella basal body rod proteins family,flgC,"Flg_bb_rod,Flg_bbr_C",Planctomycetes,
ko:K02390,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.932348381,1,FALSE,FALSE,Flagellar hook protein FlgE,flgE,"DUF3370,FlaE,Flg_bb_rod,Flg_bbr_C",Planctomycetes,
ko:K02391,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.931493015,1,FALSE,FALSE,Belongs to the flagella basal body rod proteins family,flgF,"Flg_bb_rod,Flg_bbr_C",Planctomycetes,
ko:K02394,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.930639218,1,FALSE,FALSE,Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation,flgI,FlgI,Planctomycetes,
